keyframe_index,clip,t,is_clip_boundary,bone_name,overlap_class,signed_distance,center_x,center_y,center_z,half_x,half_y,half_z,facing_yaw,state
0,stand_to_sit,0.0000,1,mixamorig:Head,free,0.5454349517822266,13.326066970825195,17.75296401977539,13.998767852783203,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:Spine2,free,0.5375576019287109,13.33884334564209,17.519821166992188,13.970890998840332,0.10000000149011612,0.06548324227333069,0.10000000149011612,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:Spine1,free,0.5870141983032227,13.340521812438965,17.39211654663086,14.020347595214844,0.10000000149011612,0.046610455960035324,0.10000000149011612,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:Hips,free,0.39569810032844543,13.332788467407227,17.0823974609375,14.005187034606934,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:LeftArm,free,0.5932335257530212,13.515738487243652,17.336570739746094,14.001786231994629,0.07000000029802322,0.1392076015472412,0.07000000029802322,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:RightArm,free,0.5686797499656677,13.159934997558594,17.320476531982422,13.978704452514648,0.07000000029802322,0.13920758664608002,0.07000000029802322,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:LeftForeArm,free,0.36435049772262573,13.552799224853516,17.039487838745117,14.01828384399414,0.07000000029802322,0.1416441649198532,0.07000000029802322,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:RightForeArm,free,0.3448379337787628,13.126960754394531,17.02458953857422,14.0052490234375,0.07000000029802322,0.1416441947221756,0.07000000029802322,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:LeftUpLeg,free,0.31843090057373047,13.454617500305176,16.81047248840332,14.065096855163574,0.07999999821186066,0.221856951713562,0.07999999821186066,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:RightUpLeg,free,0.26468563079833984,13.230570793151855,16.812448501586914,14.011351585388184,0.07999999821186066,0.22185730934143066,0.07999999821186066,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:LeftLeg,free,0.3305931091308594,13.470161437988281,16.39448356628418,14.077259063720703,0.07999999821186066,0.22263923287391663,0.07999999821186066,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:RightLeg,free,0.23691844940185547,13.262238502502441,16.39482307434082,13.9835844039917,0.07999999821186066,0.2226390540599823,0.07999999821186066,0.0,sitting_down
1,stand_to_sit,0.1429,0,mixamorig:Head,free,0.5723876953125,13.348864555358887,17.746335983276367,14.025720596313477,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.0,sitting_down
1,stand_to_sit,0.1429,0,mixamorig:Spine2,free,0.5394382476806641,13.303796768188477,17.522342681884766,13.972771644592285,0.10000000149011612,0.06548324227333069,0.10000000149011612,0.0,sitting_down
1,stand_to_sit,0.1429,0,mixamorig:Spine1,free,0.5771589279174805,13.31607723236084,17.391326904296875,14.010492324829102,0.10000000149011612,0.046610455960035324,0.10000000149011612,0.0,sitting_down
1,stand_to_sit,0.1429,0,mixamorig:Hips,free,0.38813987374305725,13.3199462890625,17.0831298828125,13.991398811340332,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.0,sitting_down
1,stand_to_sit,0.1429,0,mixamorig:LeftArm,free,0.5027103424072266,13.493269920349121,17.337312698364258,13.90604305267334,0.07000000029802322,0.1392076015472412,0.07000000029802322,0.0,sitting_down
1,stand_to_sit,0.1429,0,mixamorig:RightArm,free,0.6012199521064758,13.133623123168945,17.332225799560547,14.02721881866455,0.07000000029802322,0.13920758664608002,0.07000000029802322,0.0,sitting_down
1,stand_to_sit,0.1429,0,mixamorig:LeftForeArm,free,0.3820267915725708,13.539753913879395,17.07973861694336,14.005499839782715,0.07000000029802322,0.1416441649198532,0.07000000029802322,0.0,sitting_down
1,stand_to_sit,0.1429,0,mixamorig:RightForeArm,free,0.36355355381965637,13.100687980651855,17.03521728515625,14.020716667175293,0.07000000029802322,0.1416441947221756,0.07000000029802322,0.0,sitting_down
1,stand_to_sit,0.1429,0,mixamorig:LeftUpLeg,free,0.29172325134277344,13.44528865814209,16.8236083984375,14.038389205932617,0.07999999821186066,0.221856951713562,0.07999999821186066,0.0,sitting_down
1,stand_to_sit,0.1429,0,mixamorig:RightUpLeg,free,0.28806304931640625,13.22008991241455,16.806730270385742,14.03472900390625,0.07999999821186066,0.22185730934143066,0.07999999821186066,0.0,sitting_down
1,stand_to_sit,0.1429,0,mixamorig:LeftLeg,free,0.3313922882080078,13.471854209899902,16.41057777404785,14.078058242797852,0.07999999821186066,0.22263923287391663,0.07999999821186066,0.0,sitting_down
1,stand_to_sit,0.1429,0,mixamorig:RightLeg,free,0.24930477142333984,13.252878189086914,16.39415740966797,13.995970726013184,0.07999999821186066,0.2226390540599823,0.07999999821186066,0.0,sitting_down
2,stand_to_sit,0.2857,0,mixamorig:Head,free,0.5981874465942383,13.44802474975586,17.698484420776367,14.051520347595215,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.0,sitting_down
2,stand_to_sit,0.2857,0,mixamorig:Spine2,free,0.5444679260253906,13.340232849121094,17.502477645874023,13.977801322937012,0.10000000149011612,0.06548324227333069,0.10000000149011612,0.0,sitting_down
2,stand_to_sit,0.2857,0,mixamorig:Spine1,free,0.5415077209472656,13.341139793395996,17.366579055786133,13.974841117858887,0.10000000149011612,0.046610455960035324,0.10000000149011612,0.0,sitting_down
2,stand_to_sit,0.2857,0,mixamorig:Hips,free,0.3442933261394501,13.306883811950684,17.067018508911133,13.934974670410156,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.0,sitting_down
2,stand_to_sit,0.2857,0,mixamorig:LeftArm,free,0.36873626708984375,13.467044830322266,17.34477996826172,13.772068977355957,0.07000000029802322,0.1392076015472412,0.07000000029802322,0.0,sitting_down
2,stand_to_sit,0.2857,0,mixamorig:RightArm,free,0.6425371170043945,13.17027759552002,17.320892333984375,14.120868682861328,0.07000000029802322,0.13920758664608002,0.07000000029802322,0.0,sitting_down
2,stand_to_sit,0.2857,0,mixamorig:LeftForeArm,free,0.33049139380455017,13.517691612243652,17.11921501159668,13.848752975463867,0.07000000029802322,0.1416441649198532,0.07000000029802322,0.0,sitting_down
2,stand_to_sit,0.2857,0,mixamorig:RightForeArm,free,0.47336307168006897,13.092875480651855,17.03900909423828,14.150007247924805,0.07000000029802322,0.1416441947221756,0.07000000029802322,0.0,sitting_down
2,stand_to_sit,0.2857,0,mixamorig:LeftUpLeg,free,0.2103719711303711,13.423089981079102,16.808378219604492,13.957037925720215,0.07999999821186066,0.221856951713562,0.07999999821186066,0.0,sitting_down
