keyframe_index,clip,t,is_clip_boundary,bone_name,overlap_class,signed_distance,center_x,center_y,center_z,half_x,half_y,half_z,facing_yaw,state
0,stand_to_sit,0.0000,1,mixamorig:Head,free,0.47455406188964844,13.326361656188965,17.854087829589844,13.927886962890625,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:Spine2,free,0.4666767120361328,13.33913803100586,17.62094497680664,13.900010108947754,0.10000000149011612,0.06548324227333069,0.10000000149011612,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:Spine1,free,0.5161333084106445,13.340816497802734,17.493240356445312,13.949466705322266,0.10000000149011612,0.046610455960035324,0.10000000149011612,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:Hips,free,0.4492988586425781,13.333083152770996,17.183521270751953,13.934306144714355,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:LeftArm,free,0.5275726318359375,13.516033172607422,17.437694549560547,13.93090534210205,0.07000000029802322,0.1392076015472412,0.07000000029802322,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:RightArm,free,0.504490852355957,13.160229682922363,17.421600341796875,13.90782356262207,0.07000000029802322,0.13920758664608002,0.07000000029802322,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:LeftForeArm,free,0.3934890031814575,13.553093910217285,17.14061164855957,13.947402954101562,0.07000000029802322,0.1416441649198532,0.07000000029802322,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:RightForeArm,free,0.37393876910209656,13.1272554397583,17.125713348388672,13.934368133544922,0.07000000029802322,0.1416441947221756,0.07000000029802322,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:LeftUpLeg,free,0.24862278997898102,13.454912185668945,16.911596298217773,13.994215965270996,0.07999999821186066,0.221856951713562,0.07999999821186066,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:RightUpLeg,free,0.19541659951210022,13.230865478515625,16.913572311401367,13.940470695495605,0.07999999821186066,0.22185730934143066,0.07999999821186066,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:LeftLeg,free,0.25971221923828125,13.47045612335205,16.495607376098633,14.006378173828125,0.07999999821186066,0.22263923287391663,0.07999999821186066,0.0,sitting_down
0,stand_to_sit,0.0000,1,mixamorig:RightLeg,free,0.16603755950927734,13.262533187866211,16.495946884155273,13.912703514099121,0.07999999821186066,0.2226390540599823,0.07999999821186066,0.0,sitting_down
1,stand_to_sit,1.0000,1,mixamorig:Head,free,0.07298564910888672,13.342188835144043,17.38927459716797,13.526318550109863,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.0,sitting_down
1,stand_to_sit,1.0000,1,mixamorig:Spine2,free,0.034804344177246094,13.338522911071777,17.163429260253906,13.468137741088867,0.10000000149011612,0.06548324227333069,0.10000000149011612,0.0,sitting_down
1,stand_to_sit,1.0000,1,mixamorig:Spine1,free,0.05347919464111328,13.332277297973633,17.028303146362305,13.486812591552734,0.10000000149011612,0.046610455960035324,0.10000000149011612,0.0,sitting_down
1,stand_to_sit,1.0000,1,mixamorig:Hips,desired_contact,-0.04290580749511719,13.334444046020508,16.72376251220703,13.453803062438965,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.0,sitting_down
1,stand_to_sit,1.0000,1,mixamorig:LeftArm,free,0.12006473541259766,13.547577857971191,16.992341995239258,13.523397445678711,0.07000000029802322,0.1392076015472412,0.07000000029802322,0.0,sitting_down
1,stand_to_sit,1.0000,1,mixamorig:RightArm,free,0.15207386016845703,13.145490646362305,17.009878158569336,13.55540657043457,0.07000000029802322,0.13920758664608002,0.07000000029802322,0.0,sitting_down
1,stand_to_sit,1.0000,1,mixamorig:LeftForeArm,free,0.008113861083984375,13.531145095825195,16.816425323486328,13.716446876525879,0.07000000029802322,0.1416441649198532,0.07000000029802322,0.0,sitting_down
1,stand_to_sit,1.0000,1,mixamorig:RightForeArm,free,0.024259330704808235,13.152541160583496,16.8115291595459,13.760710716247559,0.07000000029802322,0.1416441947221756,0.07000000029802322,0.0,sitting_down
1,stand_to_sit,1.0000,1,mixamorig:LeftUpLeg,desired_contact,-0.04709815979003906,13.486259460449219,16.714967727661133,13.699567794799805,0.07999999821186066,0.221856951713562,0.07999999821186066,0.0,sitting_down
1,stand_to_sit,1.0000,1,mixamorig:RightUpLeg,desired_contact,-0.04477500915527344,13.204236030578613,16.7103271484375,13.70189094543457,0.07999999821186066,0.22185730934143066,0.07999999821186066,0.0,sitting_down
1,stand_to_sit,1.0000,1,mixamorig:LeftLeg,free,0.12717056274414062,13.486542701721191,16.496204376220703,13.873836517333984,0.07999999821186066,0.22263923287391663,0.07999999821186066,0.0,sitting_down
1,stand_to_sit,1.0000,1,mixamorig:RightLeg,free,0.13265514373779297,13.236343383789062,16.496070861816406,13.879321098327637,0.07999999821186066,0.2226390540599823,0.07999999821186066,0.0,sitting_down
2,sitting_idle,0.0000,1,mixamorig:Head,free,0.16527462005615234,13.346317291259766,17.438552856445312,13.618607521057129,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.0,sitting_idle
